Unnamed: 0,Region,City,City_code
57991,тюменская область,велижаны,c47433
57994,тюменская область,бухтал,c47432
57996,тюменская область,усалка,c47539
57997,тюменская область,иска,c47435
57999,тюменская область,комсомольский,c84941
58000,тюменская область,абалак,c47447
58003,тюменская область,каменка,c47472
58006,тюменская область,борки,c47470
58007,тюменская область,першино,c47521
58008,тюменская область,падун,c47520
58011,тюменская область,сосновка,c47522
58012,тюменская область,варвара,c47527
58014,тюменская область,дубровное,c47529
58015,тюменская область,гилево,c47528
58016,тюменская область,тюмень,c55
58092,тюменская область,яровское,c47430
58093,тюменская область,ачиры,c47448
58094,тюменская область,байкалово,c47449
59349,тюменская область,шабаново,c47445
59350,тюменская область,большой краснояр,c47442
59351,тюменская область,чугунаево,c47441
59352,тюменская область,салаирка,c47479
59353,тюменская область,вагай,c85323
59356,тюменская область,ишменево,c65473
59357,тюменская область,иземеть,c65472
59358,тюменская область,заводоуковск,c20647
59362,тюменская область,боровский,c26334
59368,тюменская область,новая заимка,c47518
59371,тюменская область,горюново,c47514
59373,тюменская область,хохлово,c47510
59375,тюменская область,королево,c47594
59377,тюменская область,исетское,c23001
59379,тюменская область,демьянка,c23002
59381,тюменская область,медведево,c47597
59383,тюменская область,малая зоркальцева,c47459
59385,тюменская область,армизонское,c23005
59387,тюменская область,аромашево,c23006
59390,тюменская область,земляная,c47593
59392,тюменская область,викулово,c23008
59393,тюменская область,голышманово,c23009
59396,тюменская область,кутарбитка,c47457
59397,тюменская область,булашово,c47451
59399,тюменская область,старый кавдык,c47509
59400,тюменская область,готопутово,c47650
59402,тюменская область,патрушева,c42581
59404,тюменская область,осиновка,c47655
59405,тюменская область,червишево,c42584
59408,тюменская область,лесной,c42586
59409,тюменская область,ушаково,c42587
59410,тюменская область,онохино,c42580
59414,тюменская область,кулаково,c43829
59419,тюменская область,перевалово,c42582
59421,тюменская область,успенка,c42583
59425,тюменская область,киева,c47502
59427,тюменская область,супра,c47571
59428,тюменская область,петелино,c47507
59431,тюменская область,новоатьялово,c47505
59433,тюменская область,андреевский,c47469
59434,тюменская область,маслянский,c47581
59437,тюменская область,надцы,c47460
59438,тюменская область,нижние аремзяны,c47461
59443,тюменская область,упорово,c23015
59445,тюменская область,большое сорокино,c23014
59446,тюменская область,омутинское,c23013
59451,тюменская область,уват,c23012
59455,тюменская область,нижняя тавда,c23011
59459,тюменская область,казанское,c23010
59460,тюменская область,зубарева,c85419
59463,тюменская область,ильинка,c47423
59464,тюменская область,новотарманский,c47477
59469,тюменская область,нариманова,c47476
59470,тюменская область,мальково,c47474
59472,тюменская область,ялуторовск,c11178
59477,тюменская область,ембаево,c47471
59478,тюменская область,сладково,c21119
59479,тюменская область,тобольск,c11175
59497,тюменская область,ушакова,c85993
59499,тюменская область,ишим,c11173
59505,тюменская область,одино,c47626
59506,тюменская область,пятково,c47627
59507,тюменская область,масали,c47624
59508,тюменская область,ингалинское,c47620
59510,тюменская область,коркино,c47621
59511,тюменская область,черное,c47574
59513,тюменская область,суерка,c47629
59515,тюменская область,юргинское,c23016
59520,тюменская область,московский,c42579
59521,нижегородская область,сосновское,c22373
59522,нижегородская область,княгинино,c20043
59523,нижегородская область,шатки,c22382
59528,нижегородская область,чкаловск,c20053
59530,нижегородская область,воскресенское,c22358
59531,нижегородская область,балахна,c20035
59544,нижегородская область,урень,c20052
59547,нижегородская область,вад,c22349
59549,нижегородская область,семёнов,c20050
59553,нижегородская область,сергач,c20051
59557,нижегородская область,уразовка,c22380
59558,нижегородская область,шаранга,c22381
59559,нижегородская область,шахунья,c20054
59562,нижегородская область,пурех,c69407
59563,нижегородская область,мухтолово,c22366
59565,нижегородская область,починки,c22367
59567,нижегородская область,красные баки,c22364
59568,нижегородская область,фролищи,c22365
59569,нижегородская область,ильино,c22362
59570,нижегородская область,богоявление,c22345
59571,нижегородская область,дальнее константиново,c22360
59572,нижегородская область,большое мурашкино,c22347
59574,нижегородская область,ветлуга,c20038
59576,нижегородская область,володарск,c20039
59577,нижегородская область,макарьево,c22344
59578,нижегородская область,дзержинск,c972
59591,нижегородская область,таремское,c66593
59592,нижегородская область,чистое,c69410
60421,нижегородская область,гагино,c21711
60422,нижегородская область,сатис,c20258
60423,нижегородская область,нижний новгород,c23243
60508,нижегородская область,богородск,c20036
60512,нижегородская область,бор,c20037
60521,нижегородская область,кулебаки,c20045
60526,нижегородская область,вознесенское,c26297
60528,нижегородская область,спасское,c22374
60529,нижегородская область,память парижской коммуны,c69334
60530,нижегородская область,дивеево,c22361
60533,нижегородская область,саконы,c22369
60534,нижегородская область,воротынец,c22357
60539,нижегородская область,ворсма,c22356
60542,нижегородская область,ковернино,c22363
60543,нижегородская область,вача,c22354
60545,нижегородская область,пижма,c22353
60546,нижегородская область,вахтан,c22352
60548,нижегородская область,поздняково,c56829
60549,нижегородская область,новосмолинский,c11081
60550,нижегородская область,работки,c22368
60552,нижегородская область,ардатов,c20611
60554,нижегородская область,арзамас,c11080
60566,нижегородская область,саров,c11083
60571,нижегородская область,павлово,c11082
60575,нижегородская область,городец,c20041
60576,нижегородская область,ильиногорск,c42361
60577,нижегородская область,перевоз,c20609
60579,нижегородская область,заволжье,c20042
60588,нижегородская область,ужовка,c22379
60590,нижегородская область,кстово,c20044
60607,нижегородская область,пильна,c22881
60609,нижегородская область,лукоянов,c20046
60612,нижегородская область,первомайск,c20049
60614,нижегородская область,навашино,c20048
60620,нижегородская область,тоншаево,c22377
60621,нижегородская область,тонкино,c22376
60622,нижегородская область,сеченово,c22370
60624,нижегородская область,большое болдино,c22346
60625,нижегородская область,сокольское,c22372
60626,нижегородская область,желнино,c43958
60627,нижегородская область,бутурлино,c22348
60630,нижегородская область,семьяны,c24169
60632,нижегородская область,гремячево,c69421
60633,нижегородская область,новый усад,c56820
60634,нижегородская область,выкса,c20040
60643,нижегородская область,белавка,c23790
60645,нижегородская область,бриляково,c56634
60646,нижегородская область,сява,c22375
60647,нижегородская область,ветлужский,c28431
60648,нижегородская область,водоватово,c56817
60649,нижегородская область,филинское,c66620
60650,нижегородская область,выездное,c66627
60651,нижегородская область,линда,c42358
60652,нижегородская область,смолино,c24178
60653,нижегородская область,лысково,c20047
60663,нижегородская область,ломовка,c56818
60665,республика марий эл,морки,c21972
60666,республика марий эл,коротни,c21970
60668,республика марий эл,мари-турек,c21971
60670,республика марий эл,сернур,c21976
60671,республика марий эл,юрино,c21977
60673,республика марий эл,верх-ушнур,c66889
60674,республика марий эл,параньга,c21975
60676,республика марий эл,красногорский,c21978
60682,республика марий эл,кокшайск,c21979
60684,республика марий эл,козьмодемьянск,c20630
60689,республика марий эл,студенка,c24233
60953,республика марий эл,помары,c85415
60955,республика марий эл,медведево,c26351
60956,республика марий эл,килемары,c21969
60959,республика марий эл,визимьяры,c21968
60960,республика марий эл,шелангер,c42483
60961,республика марий эл,суслонгер,c42482
60963,республика марий эл,силикатный,c85977
60966,республика марий эл,советский,c20642
60967,республика марий эл,звенигово,c20627
60970,республика марий эл,волжск,c20721
60977,республика марий эл,йошкар-ола,c41
60999,республика марий эл,шойбулак,c66843
61000,республика марий эл,куженер,c21982
61002,республика марий эл,новый торъял,c21981
61003,республика марий эл,оршанка,c21980
61007,республика марий эл,сидельниково,c24173
61008,кировская область,советск,c11074
61014,кировская область,яранск,c11075
61019,кировская область,быстрица,c59506
61021,кировская область,пиштань,c69767
61022,кировская область,кирово-чепецк,c11071
61031,кировская область,лянгасово,c11072
61037,кировская область,слободской,c11073
61038,кировская область,вожгалы,c59405
61039,кировская область,вичевщина,c59404
61040,кировская область,гирсово,c59648
61043,кировская область,мурыгино,c42478
61048,кировская область,юрья,c22730
61053,кировская область,пещера,c59366
61054,кировская область,нема,c22720
61056,кировская область,ленинская искра,c59705
61057,кировская область,песковка,c59492
61058,кировская область,торфяной,c59515
61059,кировская область,кузнецы,c59521
61060,кировская область,кстинино,c59687
61061,кировская область,вахруши,c42474
61062,кировская область,великорецкое,c59645
61063,кировская область,вишкиль,c59697
61064,кировская область,белая холуница,c20019
61065,кировская область,уржум,c20030
61606,кировская область,нижнеивкино,c42473
61608,кировская область,стрижи,c42476
61610,кировская область,лебяжье,c22715
61611,кировская область,адышево,c59505
61612,кировская область,боровка,c59696
61613,кировская область,даниловка,c23874
61614,кировская область,каринторф,c33191
61615,кировская область,истобенск,c59508
61616,кировская область,ныр,c59596
61617,кировская область,сосновка,c24531
61627,кировская область,верхошижемье,c22709
61629,кировская область,левинцы,c59511
61632,кировская область,медяны,c59651
61634,кировская область,уни,c22728
61635,кировская область,фалёнки,c22729
61637,кировская область,суна,c22726
61638,кировская область,тужа,c22727
61640,кировская область,санчурск,c22724
61641,кировская область,свеча,c22725
61643,кировская область,оричи,c22722
61645,кировская область,пижанка,c22723
61647,кировская область,арбаж,c22706
61648,кировская область,опарино,c22721
61649,кировская область,нолинск,c20027
61651,кировская область,мураши,c20026
61654,кировская область,малмыж,c20025
61657,кировская область,луза,c20024
61659,кировская область,котельнич,c20023
61664,кировская область,кирс,c20022
61666,кировская область,зуевка,c20021
61670,кировская область,вятские поляны,c20020
61675,кировская область,коршик,c59509
61676,кировская область,афанасьево,c22707
61677,кировская область,рудничный,c59368
61678,кировская область,орлов,c20029
61681,кировская область,омутнинск,c20028
61685,кировская область,светлополянск,c59369
61686,кировская область,киров,c46
61731,кировская область,речной,c59410
61733,кировская область,пасегово,c42472
61734,кировская область,черная холуница,c59494
61735,кировская область,первомайский,c39513
61736,кировская область,ленинское,c22717
61738,кировская область,подосиновец,c22716
61739,кировская область,бурмакино,c59685
61740,кировская область,лальск,c22714
61741,кировская область,кумены,c22713
61745,кировская область,кильмезь,c22712
61747,кировская область,кикнур,c22711
61748,кировская область,даровской,c22710
61749,кировская область,богородское,c22708
61750,кировская область,нагорск,c22719
61752,санкт-петербург и ленинградская область,кузьмолово,c43579
61757,санкт-петербург и ленинградская область,поселок станции громово,c85074
61761,санкт-петербург и ленинградская область,отрадное,c85077
61764,санкт-петербург и ленинградская область,поселок станции отрадное,c85076
61767,санкт-петербург и ленинградская область,колосково,c85071
61769,санкт-петербург и ленинградская область,ефимовский,c24509
61775,санкт-петербург и ленинградская область,поселок ж/д станции лосево,c85072
61777,санкт-петербург и ленинградская область,выборное,c73027
61779,санкт-петербург и ленинградская область,кротово,c73026
61783,санкт-петербург и ленинградская область,синёво,c73025
61786,санкт-петербург и ленинградская область,зеленогорск,c24507
61805,санкт-петербург и ленинградская область,большая ижора,c43678
61814,санкт-петербург и ленинградская область,фёдоровское,c43675
61820,санкт-петербург и ленинградская область,лесогорский,c24508
61832,санкт-петербург и ленинградская область,котельский,c85981
61835,санкт-петербург и ленинградская область,песочный,c85070
61858,санкт-петербург и ленинградская область,волхов,c10864
61911,санкт-петербург и ленинградская область,всеволожск,c10865
61974,санкт-петербург и ленинградская область,гатчина,c10867
62058,санкт-петербург и ленинградская область,большой двор,c85145
62061,санкт-петербург и ленинградская область,рябово,c85144
62071,санкт-петербург и ленинградская область,верево,c10862
62072,санкт-петербург и ленинградская область,волосово,c10863
62082,санкт-петербург и ленинградская область,мичуринское,c55165
62089,санкт-петербург и ленинградская область,ивангород,c10868
62102,санкт-петербург и ленинградская область,каменногорск,c10869
62112,санкт-петербург и ленинградская область,каложицы,c55003
62114,санкт-петербург и ленинградская область,судаково,c73024
62116,санкт-петербург и ленинградская область,заборье,c26513
62120,санкт-петербург и ленинградская область,петергоф,c24506
62216,санкт-петербург и ленинградская область,паша,c43562
62231,санкт-петербург и ленинградская область,молодёжное,c85046
62237,санкт-петербург и ленинградская область,бугры,c43566
62249,санкт-петербург и ленинградская область,новая ладога,c24513
62254,санкт-петербург и ленинградская область,кирилловское,c85049
62256,санкт-петербург и ленинградская область,колпино,c24510
62352,санкт-петербург и ленинградская область,кронштадт,c24517
62397,санкт-петербург и ленинградская область,шлиссельбург,c24516
62401,санкт-петербург и ленинградская область,вознесенье,c24515
62404,санкт-петербург и ленинградская область,сясьстрой,c24514
62414,санкт-петербург и ленинградская область,кикерино,c26512
62419,санкт-петербург и ленинградская область,тихвин,c10892
62491,санкт-петербург и ленинградская область,кузнечное,c10873
62499,санкт-петербург и ленинградская область,кировск,c10872
62505,санкт-петербург и ленинградская область,кириши,c10871
62532,санкт-петербург и ленинградская область,кингисепп,c10870
62573,санкт-петербург и ленинградская область,никольское,c10877
62588,санкт-петербург и ленинградская область,луга,c10876
62672,санкт-петербург и ленинградская область,ломоносов,c10875
62733,санкт-петербург и ленинградская область,лодейное поле,c10874
62766,санкт-петербург и ленинградская область,пикалёво,c10879
62789,санкт-петербург и ленинградская область,отрадное,c10878
62805,санкт-петербург и ленинградская область,коробицыно,c55034
62806,санкт-петербург и ленинградская область,высоцк,c28799
62809,санкт-петербург и ленинградская область,межозерный,c85343
62811,санкт-петербург и ленинградская область,черновское,c55134
62813,санкт-петербург и ленинградская область,кусино,c43657
62816,санкт-петербург и ленинградская область,колчаново,c43559
62822,санкт-петербург и ленинградская область,косколово,c43651
62825,санкт-петербург и ленинградская область,серово,c85057
62834,санкт-петербург и ленинградская область,сергиево,c85056
62847,санкт-петербург и ленинградская область,черкасово,c85054
62854,санкт-петербург и ленинградская область,ушково,c85051
62863,санкт-петербург и ленинградская область,павлово,c43658
62866,санкт-петербург и ленинградская область,глебычево,c26577
62869,санкт-петербург и ленинградская область,починок,c43700
62871,санкт-петербург и ленинградская область,селиваново,c55020
62872,санкт-петербург и ленинградская область,елизаветино,c26579
62878,санкт-петербург и ленинградская область,сиверский,c26578
62909,санкт-петербург и ленинградская область,осьмино,c55104
62913,санкт-петербург и ленинградская область,вещево,c85457
62915,санкт-петербург и ленинградская область,мшинская,c55101
62917,санкт-петербург и ленинградская область,сланцы,c10888
62967,санкт-петербург и ленинградская область,советский,c10889
62971,санкт-петербург и ленинградская область,светогорск,c10886
62994,санкт-петербург и ленинградская область,сертолово,c10887
63020,санкт-петербург и ленинградская область,бабино,c85459
63022,санкт-петербург и ленинградская область,рощино,c10885
63038,санкт-петербург и ленинградская область,приморск,c10882
63055,санкт-петербург и ленинградская область,приозерск,c10883
63079,санкт-петербург и ленинградская область,подпорожье,c10881
63118,санкт-петербург и ленинградская область,дружная горка,c85284
63121,санкт-петербург и ленинградская область,возрождение,c85281
63125,санкт-петербург и ленинградская область,первомайское,c43622
63132,санкт-петербург и ленинградская область,будогощь,c26515
63146,санкт-петербург и ленинградская область,лосево,c43621
63150,санкт-петербург и ленинградская область,рябово,c43627
63152,санкт-петербург и ленинградская область,копорье,c41324
63157,санкт-петербург и ленинградская область,дубровка,c41327
63163,санкт-петербург и ленинградская область,приладожский,c26516
63165,санкт-петербург и ленинградская область,семрино,c55057
63166,санкт-петербург и ленинградская область,прибытково,c55055
63170,санкт-петербург и ленинградская область,новосаратовка,c85628
63176,санкт-петербург и ленинградская область,мяглово,c43589
63177,санкт-петербург и ленинградская область,павловск,c41320
63204,санкт-петербург и ленинградская область,лебяжье,c41336
63215,санкт-петербург и ленинградская область,стрельна,c41337
63244,санкт-петербург и ленинградская область,котлы,c41334
63250,санкт-петербург и ленинградская область,усть-луга,c41335
63264,санкт-петербург и ленинградская область,молосковицы,c41332
63266,санкт-петербург и ленинградская область,посёлок станции веймарн,c41333
63270,санкт-петербург и ленинградская область,кобралово,c41330
63272,санкт-петербург и ленинградская область,толмачево,c41331
63281,санкт-петербург и ленинградская область,репино,c26461
63293,санкт-петербург и ленинградская область,свирьстрой,c26463
63297,санкт-петербург и ленинградская область,мозолево-1,c54988
63299,санкт-петербург и ленинградская область,сосновый бор,c10891
63365,санкт-петербург и ленинградская область,сосново,c10890
63384,санкт-петербург и ленинградская область,тосно,c10893
63408,санкт-петербург и ленинградская область,выборг,c969
63522,санкт-петербург и ленинградская область,овино,c85118
63525,санкт-петербург и ленинградская область,запорожское,c85119
63530,санкт-петербург и ленинградская область,лебяжье,c85117
63533,санкт-петербург и ленинградская область,терволово,c85137
63537,санкт-петербург и ленинградская область,каннельярви,c73117
63540,санкт-петербург и ленинградская область,юшково,c85111
63544,санкт-петербург и ленинградская область,петро-славянка,c85336
63550,санкт-петербург и ленинградская область,металлострой,c85337
63564,санкт-петербург и ленинградская область,глобицы,c85334
63567,санкт-петербург и ленинградская область,ропша,c85335
63573,санкт-петербург и ленинградская область,винницы,c24512
63578,санкт-петербург и ленинградская область,зимитицы,c55001
63579,санкт-петербург и ленинградская область,бокситогорск,c10861
63599,санкт-петербург и ленинградская область,усть-ижора,c85338
63603,санкт-петербург и ленинградская область,поляны,c55040
63609,санкт-петербург и ленинградская область,сестрорецк,c26200
63681,санкт-петербург и ленинградская область,васкелово,c41325
63682,санкт-петербург и ленинградская область,вырица,c26514
63708,санкт-петербург и ленинградская область,назия,c26517
63713,санкт-петербург и ленинградская область,понтонный,c41326
63727,санкт-петербург и ленинградская область,токсово,c21147
63740,санкт-петербург и ленинградская область,сапёрный,c85629
63752,санкт-петербург и ленинградская область,красное село,c41323
63799,санкт-петербург и ленинградская область,оредеж,c41322
67693,санкт-петербург и ленинградская область,мельниково,c27020
67699,санкт-петербург и ленинградская область,жабино,c85627
67702,санкт-петербург и ленинградская область,горы,c41328
67703,санкт-петербург и ленинградская область,петровское,c55166
67706,санкт-петербург и ленинградская область,раздолье,c55167
67709,санкт-петербург и ленинградская область,ларионово,c55164
67713,санкт-петербург и ленинградская область,любань,c21023
67720,санкт-петербург и ленинградская область,коммунары,c55162
67723,санкт-петербург и ленинградская область,кривко,c55163
67727,санкт-петербург и ленинградская область,сельцо,c43555
67728,санкт-петербург и ленинградская область,ромашки,c55168
67729,санкт-петербург и ленинградская область,старая ладога,c85324
67732,санкт-петербург и ленинградская область,кисельня,c43557
67735,санкт-петербург и ленинградская область,пески,c86000
67740,санкт-петербург и ленинградская область,янино-1,c85970
67753,санкт-петербург и ленинградская область,бегуницы,c26445
67755,санкт-петербург и ленинградская область,санкт-петербург,c2
68604,санкт-петербург и ленинградская область,комарово,c85978
68611,санкт-петербург и ленинградская область,солнечное,c85979
68619,санкт-петербург и ленинградская область,ижора,c39489
68620,санкт-петербург и ленинградская область,поселок имени морозова,c41311
68635,санкт-петербург и ленинградская область,рахья,c41312
68638,санкт-петербург и ленинградская область,грузино,c41313
68639,санкт-петербург и ленинградская область,бородинское,c41314
68640,санкт-петербург и ленинградская область,ермилово,c41315
68644,санкт-петербург и ленинградская область,приветнинское,c41316
68647,санкт-петербург и ленинградская область,белоостров,c41317
68652,санкт-петербург и ленинградская область,мга,c41318
68663,санкт-петербург и ленинградская область,шапки,c41319
68664,санкт-петербург и ленинградская область,коммунар,c21666
68681,санкт-петербург и ленинградская область,важины,c85138
68690,санкт-петербург и ленинградская область,суходолье,c55170
68692,санкт-петербург и ленинградская область,потанино,c55017
68693,санкт-петербург и ленинградская область,аннино,c85130
68697,санкт-петербург и ленинградская область,выра,c85131
68700,санкт-петербург и ленинградская область,рождествено,c85132
68703,санкт-петербург и ленинградская область,никольское,c85133
68709,санкт-петербург и ленинградская область,войсковицы,c85134
68715,санкт-петербург и ленинградская область,пудость,c85135
68719,санкт-петербург и ленинградская область,тайцы,c85136
68729,санкт-петербург и ленинградская область,новоселье,c85966
68738,санкт-петербург и ленинградская область,гаврилово,c43615
68740,санкт-петербург и ленинградская область,сапёрное,c43701
68742,санкт-петербург и ленинградская область,лисий нос,c41338
68751,санкт-петербург и ленинградская область,санино,c43695
68754,санкт-петербург и ленинградская область,красноозёрное,c43699
68755,санкт-петербург и ленинградская область,ушаки,c85968
68764,санкт-петербург и ленинградская область,новое девяткино,c43591
68768,санкт-петербург и ленинградская область,громово,c43698
68770,санкт-петербург и ленинградская область,разметелево,c43596
68771,санкт-петербург и ленинградская область,скотное,c43598
68775,санкт-петербург и ленинградская область,александровская,c85087
68781,санкт-петербург и ленинградская область,красный бор,c85128
68794,санкт-петербург и ленинградская область,шугозеро,c55147
68798,санкт-петербург и ленинградская область,смолячково,c85062
68804,санкт-петербург и ленинградская область,синявино,c43661
68805,санкт-петербург и ленинградская область,кудрово,c43578
68831,санкт-петербург и ленинградская область,сомино,c54996
68832,санкт-петербург и ленинградская область,мурино,c43588
68868,санкт-петербург и ленинградская область,большая вруда,c54999
68872,санкт-петербург и ленинградская область,шамокша,c55090
68875,санкт-петербург и ленинградская область,бабино-2,c85460
68879,санкт-петербург и ленинградская область,кузьмоловский,c85461
68888,санкт-петербург и ленинградская область,трубников бор,c55153
68890,санкт-петербург и ленинградская область,пушкин,c10884
68989,оренбургская область,пономаревка,c22414
68991,оренбургская область,чеганлы,c57357
68992,оренбургская область,шарлык,c22411
68995,оренбургская область,ташла,c22412
68996,оренбургская область,благословенка,c57296
68997,оренбургская область,акбулак,c21716
68999,оренбургская область,соль-илецк,c11094
69013,оренбургская область,красноярский,c56955
69014,оренбургская область,первомайский,c11092
69015,оренбургская область,саракташ,c11093
69017,оренбургская область,новотроицк,c11090
69021,оренбургская область,орск,c11091
69034,оренбургская область,кваркено,c21719
69036,оренбургская область,мустафино,c57226
69037,оренбургская область,новоалександровка,c57374
69038,оренбургская область,кармалка,c57224
69039,оренбургская область,северное,c22407
69040,оренбургская область,заглядино,c66640
69041,оренбургская область,тоцкое,c20254
69047,оренбургская область,воздвиженка,c57091
69048,оренбургская область,краснохолм,c21718
69049,оренбургская область,дюсметьево,c57093
69050,оренбургская область,ефремово-зыково,c57094
69051,оренбургская область,платовка,c66643
69052,оренбургская область,тюльган,c21712
69054,оренбургская область,абдулино,c20031
69057,оренбургская область,медногорск,c20032
69062,оренбургская область,сорочинск,c20033
69068,оренбургская область,ясный,c20034
69070,оренбургская область,илек,c21717
69071,оренбургская область,белозерка,c57040
69072,оренбургская область,домбаровский,c21715
69075,оренбургская область,буланово,c57043
69076,оренбургская область,нижняя павловка,c57306
69078,оренбургская область,переволоцкий,c21713
69082,оренбургская область,александровка,c26298
69083,оренбургская область,матвеевка,c26299
69084,оренбургская область,биккулово,c57041
69085,оренбургская область,державино,c57361
69086,оренбургская область,новоникитино,c56849
69087,оренбургская область,октябрьское,c22403
69089,оренбургская область,старокутлумбетьево,c57006
69090,оренбургская область,марьевка,c57049
69091,оренбургская область,колтубановский,c22408
69093,оренбургская область,новосергиевка,c11089
69096,оренбургская область,кувандык,c11088
69102,оренбургская область,асекеево,c22405
69106,оренбургская область,курманаевка,c22404
69108,оренбургская область,бугуруслан,c11085
69111,оренбургская область,каргала,c57305
69112,оренбургская область,гай,c11087
69114,оренбургская область,бузулук,c11086
69121,оренбургская область,перовка,c57230
69122,оренбургская область,камыш-садак,c57349
69123,оренбургская область,сакмара,c21721
69124,оренбургская область,новоорск,c21720
69126,оренбургская область,сарманай,c57234
69127,оренбургская область,троицкое,c57213
69128,оренбургская область,юзеево,c57237
69129,оренбургская область,абдрахманово,c57341
69130,оренбургская область,село имени 9-го января,c85407
69132,оренбургская область,светлый,c20600
69135,оренбургская область,репьевка,c57211
69136,оренбургская область,адамовка,c22401
69138,оренбургская область,зеркло,c57219
69139,оренбургская область,кирсаново,c57186
69140,оренбургская область,искра,c57348
69141,оренбургская область,оренбург,c48
